DTE,MARKETINGCHANNELGROUP,USER_ID,FIRST_PRCHS_DATE,GENRE_CAT_FINAL,ARTISTCATEGORY,TICKETSSOLDFP,GMSFP,GCFS,M12TICKETSSOLD,M12GMS
51,Paid Search,"5,314,684",01/06/2016 00:00:00,Theater,5.600-1000,2,356,1,"42,781","3,400,942"
22,Unknown,"16,323,352",01/22/2016 00:00:00,Theater,4.200-600,2,169,1,"8,808","1,192,013"
42,SEO,"16,323,352",01/08/2016 00:00:00,Theater,1.TOP 50,1,266,1,"8,773","1,161,906"
20,Paid Search,"576,912",01/11/2016 00:00:00,Theater,4.200-600,2,601,1,"65,987","19,844,959"
16,SEO,"576,912",01/01/2016 00:00:00,Theater,4.200-600,3,188,1,"66,839","20,102,416"
42,Unknown,"358,273",01/31/2016 00:00:00,Theater,4.200-600,2,303,1,"24,552","3,692,528"
15,Paid Search,"12,553,760",01/29/2016 00:00:00,Theater,4.200-600,2,178,1,"1,540","172,825"
1,Paid Search,"576,930",01/11/2016 00:00:00,Theater,4.200-600,1,102,1,"117,742","20,781,622"
112,SEO,"14,908,838",01/30/2016 00:00:00,Theater,5.600-1000,2,129,1,"12,125","1,008,780"
59,Unknown,"9,377,131",01/28/2016 00:00:00,Theater,5.600-1000,4,408,1,"3,419","584,496"
2,Unknown,"162,377",01/28/2016 00:00:00,Theater,6.>1000,4,237,1,"210,764","27,464,960"
16,Paid Search,"350,961",01/09/2016 00:00:00,Theater,6.>1000,3,144,1,"110,588","8,786,227"
35,Paid Search,"36,970,535",01/09/2016 00:00:00,Theater,1.TOP 50,2,237,1,311,"40,230"
5,SEO,"414,463",01/13/2016 00:00:00,Theater,4.200-600,3,265,1,"35,144","8,559,025"
9,Unknown,"2,928,307",01/29/2016 00:00:00,Theater,4.200-600,6,299,1,"53,242","4,115,371"
23,Unknown,"2,928,307",01/13/2016 00:00:00,Theater,4.200-600,2,86,1,"54,329","4,174,687"
35,Paid Search,"76,389,137",01/23/2016 00:00:00,Theater,4.200-600,2,209,1,"8,393","1,050,419"
18,Paid Search,"8,040,884",01/26/2016 00:00:00,Theater,1.TOP 50,2,424,1,"1,438","283,779"
5,Paid Search,"1,037,670",01/12/2016 00:00:00,Theater,6.>1000,3,921,1,"45,352","5,490,893"
5,SEO,"31,014,516",01/20/2016 00:00:00,Theater,6.>1000,4,103,1,929,"81,625"
1,SEO,"567,032",01/31/2016 00:00:00,Theater,1.TOP 50,2,701,1,"5,668","3,540,118"
3,Unknown,"10,192,422",01/28/2016 00:00:00,Theater,4.200-600,2,290,1,"21,827","4,602,864"
54,Paid Search,"915,208",01/05/2016 00:00:00,Theater,3.100-200,3,301,1,"49,446","5,723,502"
27,Unknown,"1,886,383",01/03/2016 00:00:00,Theater,4.200-600,2,248,1,"16,181","2,524,302"
6,Unknown,"34,984,660",01/14/2016 00:00:00,Theater,5.600-1000,2,197,1,"6,419","538,410"
16,Paid Search,"32,001,947",01/21/2016 00:00:00,Theater,6.>1000,2,190,1,"18,943","1,560,755"
20,SEO,"1,045,828",01/24/2016 00:00:00,Theater,2.50-100,2,98,1,"187,797","15,742,175"
1,Unknown,"1,045,828",01/23/2016 00:00:00,Theater,4.200-600,3,222,1,"187,769","15,742,907"
81,Paid Search,"576,912",01/12/2016 00:00:00,Theater,4.200-600,3,644,1,"65,986","19,845,587"
1,Unknown,"576,912",01/26/2016 00:00:00,Theater,5.600-1000,3,369,1,"64,694","19,275,799"
10,Unknown,"20,250,265",01/05/2016 00:00:00,Theater,3.100-200,2,312,1,"77,721","8,148,234"
15,Paid Search,"20,250,265",01/15/2016 00:00:00,Theater,6.>1000,2,213,1,"76,651","8,035,441"
93,Unknown,"3,544,761",01/07/2016 00:00:00,Theater,4.200-600,4,"1,390",1,"24,509","3,302,039"
4,SEO,"31,518,935",01/14/2016 00:00:00,Theater,4.200-600,3,450,1,"2,422","484,600"
56,Paid Search,"6,412,826",01/31/2016 00:00:00,Theater,4.200-600,3,253,1,"44,869","2,829,960"
78,Unknown,"8,653,489",01/15/2016 00:00:00,Theater,4.200-600,2,218,1,"18,678","2,498,920"
165,Paid Search,"3,805,663",01/06/2016 00:00:00,Theater,3.100-200,4,408,1,"6,907","796,052"
28,SEO,"3,298,116",01/15/2016 00:00:00,Theater,4.200-600,3,179,1,"5,402","735,136"
36,Paid Search,"540,423",01/10/2016 00:00:00,Theater,3.100-200,4,637,1,"8,160","799,336"
33,Unknown,"11,741,196",01/11/2016 00:00:00,Theater,1.TOP 50,2,265,1,"76,992","8,612,727"
2,SEO,"26,330,215",01/15/2016 00:00:00,Theater,5.600-1000,2,590,1,"11,669","1,098,529"
24,Paid Search,"17,504,430",01/11/2016 00:00:00,Theater,1.TOP 50,3,"1,462",1,"38,634","13,034,253"
4,Unknown,"1,756,997",01/31/2016 00:00:00,Theater,1.TOP 50,3,"1,477",1,"33,825","11,975,236"
17,Paid Search,"1,756,997",01/13/2016 00:00:00,Theater,3.100-200,2,486,1,"33,718","12,104,004"
5,Unknown,"12,358,221",01/10/2016 00:00:00,Theater,1.TOP 50,2,178,1,"4,502","373,707"
30,Unknown,"647,609",01/01/2016 00:00:00,Theater,4.200-600,3,411,1,"8,330","903,246"
217,Paid Search,"647,609",01/24/2016 00:00:00,Theater,1.TOP 50,2,596,1,"8,139","883,033"
72,Paid Search,"79,260,937",01/09/2016 00:00:00,Theater,3.100-200,4,642,1,"1,861","354,686"
36,Unknown,"7,700,938",01/13/2016 00:00:00,Theater,1.TOP 50,1,383,1,"503,437","55,051,332"
10,Unknown,"7,700,938",01/11/2016 00:00:00,Theater,1.TOP 50,3,"1,332",1,"503,626","55,060,036"
33,SEO,"7,700,938",01/19/2016 00:00:00,Theater,4.200-600,5,553,1,"502,430","55,010,050"
1,SEO,"1,461,608",01/26/2016 00:00:00,Theater,1.TOP 50,2,"1,409",1,"1,781","639,376"
8,Paid Search,"1,045,828",01/08/2016 00:00:00,Theater,6.>1000,4,225,1,"186,856","15,709,523"
1,SEO,"12,166,057",01/15/2016 00:00:00,Theater,5.600-1000,2,62,1,"64,312","3,293,777"
53,Paid Search,"12,450,650",01/05/2016 00:00:00,Theater,6.>1000,2,213,1,"1,044","249,756"
5,Unknown,"13,136,407",01/06/2016 00:00:00,Theater,5.600-1000,2,190,1,"3,745","492,428"
23,Unknown,"8,055,227",01/21/2016 00:00:00,Theater,3.100-200,1,114,1,"22,027","2,478,031"
81,Paid Search,"8,055,227",01/30/2016 00:00:00,Theater,3.100-200,2,365,1,"22,136","2,473,707"
5,Unknown,"28,814,118",01/19/2016 00:00:00,Theater,6.>1000,2,181,1,326,"49,552"
56,SEO,"32,874,568",01/22/2016 00:00:00,Theater,1.TOP 50,2,666,1,"34,748","9,154,597"
1,SEO,"32,874,568",01/31/2016 00:00:00,Theater,3.100-200,2,277,1,"35,189","9,199,551"
1,Unknown,"30,635,348",01/18/2016 00:00:00,Theater,6.>1000,1,49,1,"2,636","241,173"
35,Paid Search,"12,203,671",01/09/2016 00:00:00,Theater,1.TOP 50,2,204,1,"15,536","2,827,038"
2,Unknown,"5,070,693",01/07/2016 00:00:00,Theater,3.100-200,2,705,1,"6,323","604,714"
77,Unknown,"14,908,838",01/02/2016 00:00:00,Theater,2.50-100,2,74,1,"12,832","1,040,787"
11,Paid Search,"357,984",01/24/2016 00:00:00,Theater,6.>1000,2,92,1,"415,940","59,944,676"
49,SEO,"357,984",01/03/2016 00:00:00,Theater,6.>1000,2,326,1,"404,951","57,937,051"
31,Paid Search,"1,045,828",01/21/2016 00:00:00,Theater,4.200-600,2,160,1,"187,949","15,772,343"
4,Unknown,"1,877,299",01/14/2016 00:00:00,Theater,1.TOP 50,2,424,1,"7,073","743,645"
3,Paid Search,"437,638",01/22/2016 00:00:00,Theater,3.100-200,2,213,1,"2,701","252,989"
31,Paid Search,"318,985",01/13/2016 00:00:00,Theater,1.TOP 50,2,356,1,"2,046,480","213,568,518"
35,Unknown,"318,985",01/17/2016 00:00:00,Theater,4.200-600,4,174,1,"2,045,207","213,751,952"
14,Paid Search,"318,985",01/16/2016 00:00:00,Theater,4.200-600,2,209,1,"2,044,429","213,438,178"
15,SEO,"318,985",01/31/2016 00:00:00,Theater,4.200-600,2,178,1,"2,039,038","213,077,180"
65,SEO,"318,985",01/22/2016 00:00:00,Theater,4.200-600,2,189,1,"2,043,682","213,925,684"
6,Unknown,"318,985",01/26/2016 00:00:00,Theater,4.200-600,7,247,1,"2,041,322","213,778,182"
25,Unknown,"318,985",01/20/2016 00:00:00,Theater,4.200-600,2,438,1,"2,045,802","214,180,432"
75,Unknown,"318,985",01/16/2016 00:00:00,Theater,2.50-100,2,356,1,"2,044,429","213,438,178"
22,Paid Search,"318,985",01/30/2016 00:00:00,Theater,4.200-600,6,275,1,"2,039,607","213,457,146"
4,Unknown,"318,985",01/26/2016 00:00:00,Theater,4.200-600,2,68,1,"2,041,322","213,778,182"
87,Paid Search,"318,985",01/28/2016 00:00:00,Theater,4.200-600,6,471,1,"2,041,881","213,908,492"
119,SEO,"318,985",01/10/2016 00:00:00,Theater,6.>1000,2,113,1,"2,047,775","213,717,126"
42,Paid Search,"318,985",01/04/2016 00:00:00,Theater,3.100-200,2,438,1,"2,051,042","213,888,940"
23,Unknown,"8,717,116",01/02/2016 00:00:00,Theater,6.>1000,2,256,1,"30,040","3,896,846"
4,Unknown,"340,711",01/28/2016 00:00:00,Theater,4.200-600,3,144,1,"69,479","5,889,957"
7,Unknown,"936,426",01/24/2016 00:00:00,Theater,6.>1000,2,103,1,"3,287","346,233"
17,Unknown,"564,851",01/29/2016 00:00:00,Theater,4.200-600,4,164,1,"5,070","498,619"
71,Unknown,"1,089,449",01/28/2016 00:00:00,Theater,5.600-1000,1,95,1,"2,571","424,890"
4,SEO,"2,182,610",01/19/2016 00:00:00,Theater,1.TOP 50,2,248,1,"8,192","999,839"
1,Unknown,"2,182,610",01/31/2016 00:00:00,Theater,4.200-600,5,297,1,"8,362","993,901"
111,Unknown,"1,635,033",01/03/2016 00:00:00,Theater,4.200-600,2,195,1,"12,425","1,765,028"
30,SEO,"12,706,568",01/18/2016 00:00:00,Theater,6.>1000,2,176,1,"10,215","1,127,123"
4,Unknown,"77,682,119",01/17/2016 00:00:00,Theater,6.>1000,2,410,1,"5,670","1,169,211"
51,SEO,"9,334,162",01/28/2016 00:00:00,Theater,3.100-200,2,274,1,"38,810","4,940,281"
115,Unknown,"2,936,512",01/01/2016 00:00:00,Theater,3.100-200,1,165,1,"7,158","318,259"
12,Paid Search,"17,504,430",01/04/2016 00:00:00,Theater,6.>1000,2,391,1,"38,794","13,048,273"
3,Unknown,"17,504,430",01/08/2016 00:00:00,Theater,5.600-1000,2,367,1,"38,828","13,072,048"
4,SEO,"889,597",01/06/2016 00:00:00,Theater,4.200-600,9,"1,469",1,"114,347","15,723,589"
1,Paid Search,"1,135,550",01/17/2016 00:00:00,Theater,4.200-600,4,314,1,"7,601","1,617,586"
61,SEO,"454,818",01/02/2016 00:00:00,Theater,1.TOP 50,1,236,1,"1,437","196,707"
2,SEO,"27,415,288",01/14/2016 00:00:00,Theater,6.>1000,3,231,1,"4,548","304,848"
70,SEO,"33,305,092",01/30/2016 00:00:00,Theater,6.>1000,4,412,1,"4,841","622,363"
82,Paid Search,"543,677",01/16/2016 00:00:00,Theater,3.100-200,2,239,1,"22,302","2,157,589"
7,Unknown,"25,172,984",01/31/2016 00:00:00,Theater,6.>1000,5,299,1,"10,749","978,078"
57,Paid Search,"9,395,515",01/02/2016 00:00:00,Theater,4.200-600,3,350,1,"81,647","8,791,210"
65,Paid Search,"2,806,360",01/22/2016 00:00:00,Theater,3.100-200,2,413,1,"1,401","259,164"
22,SEO,"7,234,103",01/19/2016 00:00:00,Theater,1.TOP 50,2,432,1,"10,342","2,336,829"
115,Paid Search,"654,752",01/27/2016 00:00:00,Theater,6.>1000,2,382,1,"1,902","304,934"
491,Paid Search,"15,526,670",01/02/2016 00:00:00,Theater,6.>1000,2,188,1,"10,827","954,709"
2,Unknown,"613,123",01/12/2016 00:00:00,Theater,1.TOP 50,4,700,1,"24,106","7,864,554"
38,SEO,"31,014,516",01/28/2016 00:00:00,Theater,3.100-200,2,164,1,897,"79,697"
5,Unknown,"31,014,516",01/20/2016 00:00:00,Theater,6.>1000,2,57,1,929,"81,625"
57,Unknown,"11,733,957",01/23/2016 00:00:00,Theater,4.200-600,2,234,1,"1,019","105,644"
10,Unknown,"1,756,997",01/05/2016 00:00:00,Theater,5.600-1000,2,309,1,"33,579","12,164,292"
14,Unknown,"1,756,997",01/02/2016 00:00:00,Theater,1.TOP 50,1,587,1,"33,491","12,204,320"
155,SEO,"1,756,997",01/26/2016 00:00:00,Theater,3.100-200,1,360,1,"33,901","12,026,140"
8,Paid Search,"17,504,430",01/13/2016 00:00:00,Theater,1.TOP 50,2,"1,632",1,"38,551","13,009,725"
165,Paid Search,"576,912",01/06/2016 00:00:00,Theater,4.200-600,2,624,1,"66,406","19,975,252"
9,Paid Search,"329,586",01/12/2016 00:00:00,Theater,1.TOP 50,2,"1,347",1,"18,997","8,456,788"
2,Unknown,"17,586,197",01/15/2016 00:00:00,Theater,3.100-200,2,309,1,"1,586","297,265"
63,Paid Search,"14,590,211",01/17/2016 00:00:00,Theater,5.600-1000,2,164,1,420,"51,612"
34,Unknown,"25,172,984",01/19/2016 00:00:00,Theater,3.100-200,3,278,1,"10,734","963,994"
4,Unknown,"25,172,984",01/06/2016 00:00:00,Theater,5.600-1000,3,134,1,"10,438","934,085"
3,Paid Search,"25,172,984",01/28/2016 00:00:00,Theater,4.200-600,4,225,1,"10,790","977,282"
68,Paid Search,"11,589,865",01/04/2016 00:00:00,Theater,3.100-200,2,213,1,"8,679","1,239,901"
85,SEO,"76,389,137",01/17/2016 00:00:00,Theater,4.200-600,2,237,1,"8,466","1,060,863"
43,SEO,"8,819,035",01/03/2016 00:00:00,Theater,4.200-600,2,705,1,"2,583","507,203"
6,Paid Search,"1,917,852",01/05/2016 00:00:00,Theater,1.TOP 50,3,"1,090",1,"5,112","1,376,465"
1,SEO,"28,747,754",01/21/2016 00:00:00,Theater,1.TOP 50,1,550,1,"69,936","6,398,893"
122,Unknown,"1,177,126",01/29/2016 00:00:00,Theater,6.>1000,2,157,1,"1,453","231,871"
72,Unknown,"16,419,960",01/29/2016 00:00:00,Theater,3.100-200,2,354,1,"5,792","666,167"
1,Unknown,"1,303,474",01/16/2016 00:00:00,Theater,6.>1000,2,265,1,"1,928","192,584"
35,Paid Search,"577,141",01/17/2016 00:00:00,Theater,4.200-600,2,137,1,"2,732","442,232"
37,Unknown,"1,274,898",01/30/2016 00:00:00,Theater,4.200-600,2,186,1,"24,190","2,101,559"
4,Unknown,"1,274,898",01/14/2016 00:00:00,Theater,6.>1000,3,150,1,"25,225","2,162,036"
37,Paid Search,"1,274,898",01/16/2016 00:00:00,Theater,3.100-200,4,274,1,"25,330","2,169,885"
18,SEO,"1,274,898",01/19/2016 00:00:00,Theater,5.600-1000,5,244,1,"25,253","2,170,242"
8,Paid Search,"1,274,898",01/08/2016 00:00:00,Theater,6.>1000,3,142,1,"25,747","2,196,754"
23,Paid Search,"6,047,749",01/22/2016 00:00:00,Theater,3.100-200,2,234,1,684,"73,054"
32,Unknown,"6,686,104",01/20/2016 00:00:00,Theater,3.100-200,3,878,1,"14,469","3,493,344"
1,Paid Search,"35,804,958",01/23/2016 00:00:00,Theater,6.>1000,2,122,1,392,"85,414"
6,Paid Search,"1,877,299",01/19/2016 00:00:00,Theater,1.TOP 50,3,250,1,"7,060","742,514"
75,Unknown,"13,892,776",01/31/2016 00:00:00,Theater,5.600-1000,2,284,1,"5,693","972,738"
48,SEO,"8,055,227",01/31/2016 00:00:00,Theater,4.200-600,2,241,1,"22,089","2,469,306"
25,Unknown,"8,055,227",01/19/2016 00:00:00,Theater,4.200-600,2,73,1,"21,906","2,468,663"
47,Unknown,"1,400,109",01/02/2016 00:00:00,Theater,1.TOP 50,2,"1,521",1,"8,037","3,370,138"
175,Paid Search,"1,400,109",01/11/2016 00:00:00,Theater,1.TOP 50,7,"3,112",1,"8,068","3,392,996"
2,Unknown,"10,192,422",01/30/2016 00:00:00,Theater,4.200-600,2,148,1,"21,777","4,600,952"
100,Unknown,"6,802,387",01/19/2016 00:00:00,Theater,5.600-1000,2,216,1,662,"71,197"
6,Unknown,"84,503,807",01/07/2016 00:00:00,Theater,6.>1000,2,216,1,260,"32,602"
2,Unknown,"6,375,196",01/15/2016 00:00:00,Theater,3.100-200,2,316,1,"3,513","524,822"
125,Unknown,"9,337,382",01/15/2016 00:00:00,Theater,1.TOP 50,2,"3,445",1,"78,070","32,970,675"
1,Paid Search,"9,337,382",01/15/2016 00:00:00,Theater,6.>1000,2,234,1,"78,070","32,970,675"
21,Unknown,"3,709,221",01/30/2016 00:00:00,Theater,4.200-600,2,68,1,"9,074","1,543,751"
26,Unknown,"28,101,665",01/17/2016 00:00:00,Theater,1.TOP 50,2,"1,390",1,"8,575","987,328"
39,SEO,"79,505,762",01/11/2016 00:00:00,Theater,1.TOP 50,2,642,1,"3,565","1,015,984"
121,Unknown,"15,823,948",01/08/2016 00:00:00,Theater,2.50-100,2,541,1,"4,553","1,443,686"
0,Paid Search,"1,917,852",01/13/2016 00:00:00,Theater,1.TOP 50,2,298,1,"5,255","1,447,224"
49,Paid Search,"13,612,332",01/24/2016 00:00:00,Theater,3.100-200,4,291,1,"4,300","727,803"
73,Paid Search,"27,251,254",01/28/2016 00:00:00,Theater,6.>1000,2,262,1,190,"24,368"
9,Paid Search,"613,123",01/09/2016 00:00:00,Theater,4.200-600,3,699,1,"24,045","7,825,205"
57,Paid Search,"34,004,810",01/03/2016 00:00:00,Theater,1.TOP 50,2,"1,093",1,300,"263,251"
45,Unknown,"1,786,358",01/20/2016 00:00:00,Theater,6.>1000,4,"1,221",1,"3,004","811,609"
32,Paid Search,"8,812,639",01/31/2016 00:00:00,Theater,6.>1000,2,543,1,277,"72,582"
8,Unknown,"5,791,982",01/16/2016 00:00:00,Theater,3.100-200,2,210,1,213,"31,474"
6,SEO,"77,328,574",01/06/2016 00:00:00,Theater,5.600-1000,3,86,1,270,"16,474"
3,Unknown,"4,435,137",01/13/2016 00:00:00,Theater,3.100-200,8,469,1,365,"55,804"
2,Unknown,"2,376,502",01/15/2016 00:00:00,Theater,3.100-200,4,911,1,"2,165","470,425"
28,Unknown,"1,274,898",01/31/2016 00:00:00,Theater,6.>1000,4,178,1,"24,058","2,092,794"
6,Unknown,"1,274,898",01/11/2016 00:00:00,Theater,4.200-600,6,373,1,"25,512","2,181,066"
44,Paid Search,"1,274,898",01/29/2016 00:00:00,Theater,3.100-200,3,230,1,"24,356","2,111,913"
2,Unknown,"2,937,874",01/28/2016 00:00:00,Theater,5.600-1000,3,481,1,"297,550","25,490,484"
23,Unknown,"1,177,126",01/08/2016 00:00:00,Theater,6.>1000,2,391,1,"1,563","247,999"
64,Paid Search,"1,177,126",01/30/2016 00:00:00,Theater,3.100-200,6,752,1,"1,444","231,025"
75,Paid Search,"1,449,203",01/31/2016 00:00:00,Theater,1.TOP 50,1,469,1,271,"58,274"
75,Unknown,"36,492,402",01/18/2016 00:00:00,Theater,4.200-600,2,290,1,220,"35,455"
5,SEO,"1,357,763",01/13/2016 00:00:00,Theater,1.TOP 50,2,213,1,"27,135","3,746,483"
5,Unknown,"1,409,572",01/04/2016 00:00:00,Theater,4.200-600,1,118,1,"1,159","191,602"
16,Unknown,"15,091,055",01/21/2016 00:00:00,Theater,6.>1000,4,160,1,113,"5,787"
1,Paid Search,"3,544,209",01/07/2016 00:00:00,Theater,1.TOP 50,3,516,1,9,"2,526"
27,SEO,"12,856,324",01/08/2016 00:00:00,Theater,6.>1000,2,233,1,"4,138","430,060"
62,Unknown,"4,470,978",01/25/2016 00:00:00,Theater,4.200-600,2,260,1,794,"190,040"
1,SEO,"82,304,712",01/15/2016 00:00:00,Theater,4.200-600,1,57,1,"1,222","165,228"
66,Paid Search,"845,404",01/27/2016 00:00:00,Theater,3.100-200,2,337,1,"9,623","1,411,942"
4,SEO,"798,666",01/20/2016 00:00:00,Theater,6.>1000,3,139,1,"5,487","269,721"
2,SEO,"4,763,321",01/07/2016 00:00:00,Theater,1.TOP 50,1,153,1,"1,982","301,657"
31,Unknown,"10,470,236",01/28/2016 00:00:00,Theater,3.100-200,3,197,1,"3,228","664,296"
23,Paid Search,"34,244,471",01/22/2016 00:00:00,Theater,3.100-200,2,524,1,"3,166","352,538"
62,Unknown,"33,598,545",01/11/2016 00:00:00,Theater,2.50-100,2,216,1,146,"12,739"
4,SEO,"14,420,565",01/24/2016 00:00:00,Theater,4.200-600,2,93,1,128,"7,747"
22,SEO,"75,664,258",01/08/2016 00:00:00,Theater,1.TOP 50,1,75,1,198,"23,008"
18,SEO,"2,319,780",01/04/2016 00:00:00,Theater,6.>1000,2,362,1,12,"8,383"
62,Paid Search,"904,054",01/17/2016 00:00:00,Theater,2.50-100,2,129,1,"9,351","901,465"
1,SEO,"16,612,053",01/03/2016 00:00:00,Theater,6.>1000,2,347,1,453,"102,723"
2,Paid Search,"11,216,647",01/29/2016 00:00:00,Theater,4.200-600,3,134,1,"2,167","157,997"
16,SEO,"6,248,201",01/23/2016 00:00:00,Theater,3.100-200,2,400,1,179,"30,573"
86,Paid Search,"33,953,580",01/29/2016 00:00:00,Theater,6.>1000,2,237,1,144,"14,391"
28,Unknown,"947,678",01/28/2016 00:00:00,Theater,5.600-1000,2,362,0,4,477
5,Paid Search,"14,860,925",01/04/2016 00:00:00,Theater,4.200-600,4,473,1,51,"5,145"
61,SEO,"5,464,918",01/25/2016 00:00:00,Theater,2.50-100,4,478,1,67,"28,423"
11,Paid Search,"10,514,151",01/06/2016 00:00:00,Theater,1.TOP 50,2,654,1,2,660
82,Unknown,"79,020,694",01/19/2016 00:00:00,Theater,4.200-600,2,383,1,396,"91,146"
3,Paid Search,"1,001,452",01/27/2016 00:00:00,Theater,4.200-600,2,298,1,78,"7,266"
61,Unknown,"16,222,756",01/18/2016 00:00:00,Theater,3.100-200,2,321,1,122,"17,258"
49,Unknown,"11,538,412",01/01/2016 00:00:00,Theater,6.>1000,1,79,1,32,"2,595"
2,Unknown,"5,319,057",01/14/2016 00:00:00,Theater,5.600-1000,2,181,1,28,"7,377"
6,SEO,"35,756,477",01/03/2016 00:00:00,Theater,1.TOP 50,2,730,1,51,"8,978"
33,Paid Search,"82,695,129",01/08/2016 00:00:00,Theater,1.TOP 50,4,957,1,322,"49,101"
1,Unknown,"78,911,485",01/22/2016 00:00:00,Theater,6.>1000,1,32,1,2,115
33,Unknown,"79,260,937",01/23/2016 00:00:00,Theater,6.>1000,2,274,1,"1,717","331,681"
11,Unknown,"83,437,894",01/12/2016 00:00:00,Theater,4.200-600,2,239,1,28,"4,760"
27,Unknown,"79,526,741",01/10/2016 00:00:00,Theater,4.200-600,1,134,0,7,860
16,Unknown,"1,730,547",01/29/2016 00:00:00,Theater,6.>1000,4,360,1,"2,788","169,523"
148,SEO,"79,460,603",01/28/2016 00:00:00,Theater,2.50-100,2,415,1,4,"1,072"
6,Unknown,"75,730,438",01/11/2016 00:00:00,Theater,6.>1000,2,181,1,2,187
41,Paid Search,"2,706,817",01/17/2016 00:00:00,Theater,6.>1000,2,245,0,4,550
3,SEO,"10,047,694",01/29/2016 00:00:00,Theater,4.200-600,2,333,1,3,224
5,Unknown,"1,312,120",01/25/2016 00:00:00,Theater,5.600-1000,2,340,1,"26,794","3,668,602"
27,Paid Search,"1,312,120",01/05/2016 00:00:00,Theater,5.600-1000,2,157,1,"27,027","3,707,298"
4,Paid Search,"20,250,265",01/12/2016 00:00:00,Theater,4.200-600,2,211,1,"76,985","8,074,610"
33,Unknown,"805,465",01/26/2016 00:00:00,Theater,3.100-200,3,239,1,"299,686","32,614,827"
1,SEO,"340,711",01/31/2016 00:00:00,Theater,6.>1000,4,193,1,"69,084","5,863,981"
43,Unknown,"357,984",01/09/2016 00:00:00,Theater,4.200-600,3,458,1,"406,377","58,043,968"
72,SEO,"357,984",01/29/2016 00:00:00,Theater,3.100-200,2,262,1,"418,118","60,237,202"
33,Unknown,"357,984",01/12/2016 00:00:00,Theater,4.200-600,5,393,1,"407,333","58,221,799"
89,Unknown,"9,337,382",01/08/2016 00:00:00,Theater,1.TOP 50,1,490,1,"79,246","33,414,609"
46,Unknown,"9,337,382",01/27/2016 00:00:00,Theater,3.100-200,3,781,1,"76,127","32,233,914"
38,Paid Search,"6,398,914",01/21/2016 00:00:00,Theater,4.200-600,1,240,1,"200,573","13,216,935"
103,Unknown,"8,132,344",01/26/2016 00:00:00,Theater,5.600-1000,2,415,1,"8,427","1,327,153"
32,Unknown,"3,538,700",01/13/2016 00:00:00,Theater,6.>1000,2,258,1,"11,330","1,573,485"
8,SEO,"7,700,938",01/09/2016 00:00:00,Theater,6.>1000,2,"1,173",1,"503,913","55,117,999"
94,SEO,"7,700,938",01/30/2016 00:00:00,Theater,1.TOP 50,1,309,1,"502,363","55,123,296"
8,SEO,"30,061,475",01/02/2016 00:00:00,Theater,5.600-1000,2,87,1,"46,173","3,229,744"
24,Paid Search,"25,450,004",01/28/2016 00:00:00,Theater,5.600-1000,2,327,1,"89,906","7,641,800"
84,SEO,"9,299,768",01/31/2016 00:00:00,Theater,3.100-200,2,225,1,"147,122","14,374,331"
3,SEO,"162,377",01/28/2016 00:00:00,Theater,4.200-600,4,277,1,"210,764","27,464,960"
15,SEO,"162,377",01/30/2016 00:00:00,Theater,4.200-600,6,303,1,"209,931","27,426,973"
73,SEO,"162,377",01/14/2016 00:00:00,Theater,3.100-200,2,343,1,"214,975","27,494,423"
12,SEO,"162,377",01/13/2016 00:00:00,Theater,6.>1000,2,68,1,"215,437","27,523,929"
1,SEO,"32,874,568",01/16/2016 00:00:00,Theater,3.100-200,2,692,1,"34,542","9,125,451"
34,Unknown,"3,346,100",01/11/2016 00:00:00,Theater,6.>1000,1,91,1,"9,505","2,268,305"
233,SEO,"3,346,100",01/07/2016 00:00:00,Theater,1.TOP 50,1,383,1,"9,528","2,269,978"
20,SEO,"15,526,670",01/24/2016 00:00:00,Theater,4.200-600,2,131,1,"10,854","968,559"
58,Paid Search,"82,398,596",01/15/2016 00:00:00,Theater,4.200-600,2,351,1,"21,880","2,362,104"
54,Unknown,"2,672,781",01/05/2016 00:00:00,Theater,5.600-1000,3,240,1,"18,980","2,130,460"
1,Unknown,"2,672,781",01/05/2016 00:00:00,Theater,6.>1000,1,45,1,"18,980","2,130,460"
20,Unknown,"2,672,781",01/21/2016 00:00:00,Theater,4.200-600,2,153,1,"19,018","2,143,355"
5,SEO,"358,273",01/11/2016 00:00:00,Theater,5.600-1000,2,450,1,"24,442","3,714,810"
1,SEO,"1,351,969",01/23/2016 00:00:00,Theater,4.200-600,5,276,1,"4,979","622,774"
25,Paid Search,"318,985",01/07/2016 00:00:00,Theater,6.>1000,4,232,1,"2,049,717","213,931,145"
56,Paid Search,"318,985",01/24/2016 00:00:00,Theater,5.600-1000,2,246,1,"2,042,253","213,797,752"
41,SEO,"318,985",01/31/2016 00:00:00,Theater,6.>1000,2,286,1,"2,039,038","213,077,180"
177,Paid Search,"318,985",01/15/2016 00:00:00,Theater,5.600-1000,4,606,1,"2,045,767","213,532,948"
11,Paid Search,"318,985",01/21/2016 00:00:00,Theater,6.>1000,3,139,1,"2,045,449","214,165,234"
71,Paid Search,"12,298,138",01/31/2016 00:00:00,Theater,4.200-600,4,475,1,507,"62,067"
39,Paid Search,"11,809,566",01/06/2016 00:00:00,Theater,6.>1000,2,237,1,"5,717","698,885"
1,Paid Search,"11,362,092",01/17/2016 00:00:00,Theater,4.200-600,3,278,1,"113,519","6,742,385"
